[0m INFO ros.baxter_experimental.percieve_dynamics: OpenCV Perception for Moving Object Dynamics[0m
0, 1.64934
0.05127, 1.62316
0.090704, 1.64934
0.119005, 1.64934
0.170281, 1.64934
0.210819, 1.64934
0.258854, 1.67552
0.288995, 1.75406
0.330811, 1.85005
0.408001, 2.30383
0.453002, -nan
0.527004, -nan
0.560996, -nan
0.645973, -nan
0.680011, -nan
0.765894, 1.23046
0.798998, 1.32645
0.885458, 1.28282
0.917996, -nan
0.969258, -nan
1.00572, -nan
1.05426, -nan
1.08799, -nan
1.12575, -nan
1.17373, -nan
1.20698, -nan
1.24606, -nan
1.29377, 2.16421
1.32609, 2.04204
1.36567, 1.91114
1.41381, 1.8326
1.44496, 1.72788
1.48577, 1.78024
1.53383, 1.91114
1.56399, 2.04204
1.60578, 2.0944
1.65396, -nan
1.68298, -nan
1.7264, -nan
1.77606, -nan
1.80199, -nan
1.85326, -nan
1.89616, -nan
1.92099, -nan
1.97249, 1.15192
2.01589, 1.22173
2.04006, 1.27409
2.09127, 1.23569
2.13598, 1.20428
2.15943, -nan
2.21026, -nan
2.25598, -nan
2.27943, -nan
2.32919, -nan
2.36299, -nan
2.39953, -nan
2.4482, -nan
2.48197, -nan
2.51953, 2.14021
2.56788, 2.04204
2.60098, 1.88496
2.63968, 1.85005
2.68772, 1.8326
2.71998, 1.85878
2.77122, 2.04204
2.80777, 2.06822
2.83899, 2.35619
2.89021, 2.51327
2.92866, -nan
2.95799, -nan
3.00919, -nan
3.04867, -nan
3.07696, -nan
3.12819, -nan
3.1694, -nan
3.19597, 1.15192
3.24716, 1.19381
3.28989, 1.22173
3.3153, 1.15192
3.36618, 1.07338
3.41099, -nan
3.43552, -nan
3.48617, -nan
3.51897, -nan
3.60441, -nan
3.63797, -nan
3.72448, 2.17293
3.75693, 2.06822
3.80815, 1.9635
3.84451, 1.88496
3.87596, 1.91114
3.92717, 1.93732
3.9658, 2.06822
3.99575, 2.18602
4.04626, 2.33001
4.08568, -nan
4.11413, -nan
4.1658, -nan
4.20674, -nan
4.23295, -nan
4.28413, -nan
4.32851, -nan
4.37817, 0.994838
4.40297, 1.11701
4.43694, 1.12574
4.49808, 1.14145
4.52242, 1.09956
4.55597, 1.0472
4.6425, -nan
4.67537, -nan
4.72672, -nan
4.7625, -nan
4.79392, -nan
4.84638, 2.35619
4.88364, 2.3911
4.9129, 2.22006
4.96419, 2.05949
5.00365, 2.01586
5.0319, 1.9635
5.08319, 1.97659
5.12486, 2.00713
5.17288, 2.0944
5.20197, 2.16421
5.24487, 2.42601
5.29284, -nan
5.32095, -nan
5.36484, -nan
5.41403, -nan
5.43993, -nan
5.48595, -nan
5.53407, -nan
5.55895, 1.06465
5.65408, 1.09956
5.6784, 1.02102
5.77524, -nan
5.79845, -nan
5.88218, -nan
5.9185, -nan
5.96761, -nan
6.00118, -nan
6.0396, 2.40855
6.08769, 2.31692
6.11995, 2.14676
6.15965, 2.08131
6.20772, 2.00713
6.23894, 1.98968
6.28081, 2.01586
6.32914, 2.0944
6.35794, 2.18864
6.40087, 2.39546
6.44893, -nan
6.47691, -nan
6.52197, -nan
6.57109, -nan
6.59591, -nan
6.69222, -nan
6.71643, 0.916298
6.76616, 0.994838
6.80024, 1.02102
6.83768, 1.02102
6.88668, 0.994838
6.91894, 0.916298
6.9586, -nan
7.00672, -nan
7.03794, -nan
7.07975, -nan
7.12885, -nan
7.15691, -nan
7.20086, -nan
7.24998, 2.33874
7.2759, 2.33001
7.32197, 2.14676
7.37017, 2.04204
7.42892, 2.04204
7.49125, 2.11185
7.5154, 2.37365
7.59918, 2.48709
7.63564, -nan
7.68459, -nan
7.71793, -nan
7.75659, -nan
7.80471, -nan
7.83692, -nan
7.87659, 0.837758
7.92471, 0.925025
7.95597, 0.968658
7.9977, 0.968658
8.04591, 0.942478
8.0751, 0.890118
8.11781, -nan
8.16584, -nan
8.19389, -nan
8.23783, -nan
8.28695, -nan
8.31328, -nan
8.35897, -nan
8.40706, 2.44346
8.43187, 2.30383
8.48316, 2.18864
8.52685, 2.13628
8.5514, 2.07694
8.60216, 2.07694
8.64824, 2.14676
8.6725, 2.23402
8.72159, 2.36367
8.7549, -nan
8.79358, -nan
8.84164, -nan
8.87559, -nan
8.91361, -nan
8.9627, -nan
8.99291, -nan
9.03614, 0.785398
9.08381, 0.855211
9.11186, 0.921534
9.15585, 0.898845
9.2051, 0.911062
9.23088, 0.837758
9.28215, 0.785398
9.32488, -nan
9.34986, -nan
9.4011, -nan
9.44547, -nan
9.47041, -nan
9.52008, -nan
9.59045, 2.35619
9.63949, 2.21657
9.67311, 2.14675
9.71158, 2.12058
9.75954, 2.12058
9.79186, 2.18864
9.8316, 2.28638
9.88062, 2.39546
9.9109, -nan
9.95435, -nan
10.0018, -nan
10.0299, -nan
10.081, -nan
10.1229, -nan
10.1489, 0.680678
10.2001, 0.767945
10.2439, 0.837758
10.2683, 0.881391
10.319, 0.890118
10.3649, 0.863938
10.3884, 0.802851
10.438, -nan
10.5094, -nan
10.5585, -nan
10.6306, -nan
10.6796, 2.56563
10.7099, 2.47837
10.7517, 2.36667
10.7997, 2.2602
10.8289, 2.15984
10.8801, 2.17293
10.9197, 2.15723
10.9479, 2.241
10.999, 2.32129
11.0407, 2.48709
11.0669, 2.56563
11.118, -nan
11.1609, -nan
11.1859, -nan
11.2371, -nan
11.2808, -nan
11.3053, 0.680678
11.3899, 0.811578
11.4274, 0.845238
11.4765, 0.811578
11.5497, 0.733038
11.5976, -nan
11.6708, -nan
11.7187, -nan
11.7468, -nan
11.798, -nan
11.8397, 2.59181
11.8658, 2.47139
11.9171, 2.32129
11.9598, 2.27242
11.9848, 2.19911
12.0365, 2.19911
12.0798, 2.23402
12.1043, 2.30383
12.1553, 2.4151
12.2009, 2.51327
12.2244, -nan
12.3079, -nan
12.3454, -nan
12.4268, -nan
12.4665, 0.654498
12.5156, 0.785398
12.597, 0.811578
12.6366, 0.750492
12.7165, 0.680678
12.7588, -nan
12.7839, -nan
12.835, -nan
12.8788, -nan
12.9033, -nan
12.9545, 2.69653
12.9999, 2.53945
13.0234, 2.42164
13.1068, 2.27242
13.1444, 2.21407
13.2258, 2.30383
13.2655, 2.42351
13.3448, -nan
13.396, -nan
13.4356, 0
13.5157, -nan
13.5567, -nan
13.6346, 0.654498
13.6768, 0.774926
13.7536, 0.772308
13.7968, 0.645772
13.8719, -nan
13.9169, -nan
14.0248, -nan
14.0624, -nan
14.1438, 2.51327
14.2071, 2.36492
14.2629, 2.25895
14.3147, 2.28139
14.3819, 2.38237
14.433, 2.51327
14.5009, -nan
14.5519, -nan
14.6199, -nan
14.671, -nan
14.7388, 0.602139
14.79, 0.722566
14.8578, 0.733038
14.909, 0.689405
14.9539, 0.628319
15.0018, 0.575959
15.028, -nan
15.0743, -nan
15.123, -nan
15.1809, -nan
15.244, 2.61799
15.2999, 2.43099
15.351, 2.34747
15.4188, 2.32347
15.47, 2.32129
15.5378, 2.48709
15.589, 2.61799
15.6568, -nan
15.7079, -nan
15.7518, -nan
15.7998, -nan
15.8269, 0.471239
15.8719, 0.523599
15.9198, 0.654498
15.9458, 0.725558
15.9919, 0.718078
16.0409, 0.673198
16.0988, 0.575959
16.162, -nan
16.2179, -nan
16.269, -nan
16.337, 2.69653
16.3879, 2.61799
16.4558, 2.36367
16.5069, 2.33874
16.5749, 2.31256
16.6259, 2.36492
16.6676, 2.47837
16.7157, 2.72271
16.7878, -nan
16.8357, -nan
16.9088, -nan
16.9582, 0.541052
17.0168, 0.607375
17.0795, 0.628319
17.1358, 0.665718
17.187, 0.602139
17.2548, 0.418879
17.306, 0.20944
17.3738, -nan
17.4249, -nan
17.4666, 2.74889
17.5152, 2.48709
17.5878, 2.40107
17.636, 2.37863
17.7079, 2.37863
17.7558, 2.51327
17.8278, 2.64417
17.8769, -nan
17.9348, -nan
17.997, 0.20944
18.0538, -nan
18.117, 0.593412
18.1728, 0.607375
18.224, 0.607375
18.2614, 0.607375
18.343, 0.488692
18.3815, -nan
18.4618, 0.0785398
18.5026, 3.08923
18.5808, -nan
18.6248, 2.59181
18.6998, 2.44346
18.7448, 2.3911
18.8188, 2.40855
18.8648, 2.42819
18.9381, 2.65988
18.9718, -nan
19.0583, 1.54462
19.1079, -nan
19.1778, 0.392699
19.2608, 0.523599
19.2984, 0.589049
19.3798, 0.575959
19.4196, 0.541052
19.4988, 0.392699
19.5406, 0.261799
19.6178, 3.08923
19.6617, 2.93215
19.7368, 2.63545
19.7818, 2.53945
19.8558, 2.42819
19.9069, 2.42351
19.9748, 2.49582
20.0259, 2.58309
20.0953, -nan
20.1457, -nan
20.2154, 0.0523599
20.2978, 0.349066
20.3354, 0.445059
20.4168, 0.575959
20.4555, 0.586431
20.5358, 0.502655
20.5776, 0.418879
20.6548, -nan
20.6987, -nan
20.7738, -nan
20.8249, 2.79253
20.8928, 2.54818
20.9439, 2.46091
21.0125, 2.44782
21.0629, 2.46839
21.1322, 2.60054
21.1819, 2.74017
21.2523, -nan
21.3348, 0.1309
21.3724, -nan
21.4538, 0.471239
21.4925, 0.502655
21.5728, 0.549779
21.6239, 0.523599
21.6918, 0.366519
21.7429, 0.261799
21.8108, -nan
21.8619, -nan
21.9298, 2.75762
21.9809, 2.64417
22.0492, 2.5028
22.0999, 2.48709
22.1693, 2.49582
22.2189, 2.58309
22.2893, 2.74889
22.3384, 2.87979
22.3718, -nan
22.4584, 0.10472
22.4908, 0.314159
22.5784, 0.460767
22.6098, 0.513127
22.6609, 0.541052
22.7288, 0.510509
22.7799, 0.418879
22.8478, 0.20944
22.8989, 0.0523599
22.9672, 2.98451
23.0179, 2.84489
23.0865, 2.61799
23.1374, 2.57872
23.1828, 2.52375
23.2564, 2.52375
23.2898, 2.52375
23.3762, 2.71224
23.4088, 2.81434
23.4963, 3.08923
23.5278, 0.0785398
23.5789, 0.174533
23.6174, 0.314159
23.6467, 0.349066
23.6979, 0.436332
23.7386, 0.488692
23.7658, 0.497419
23.8169, 0.488692
23.8586, 0.445059
23.8853, 0.383972
23.9359, 0.287979
23.9797, -nan
24.0549, 3.08923
24.0998, 2.93215
24.1737, 2.70526
24.2198, 2.64417
24.2933, 2.53945
24.3267, 2.53945
24.4143, 2.59181
24.4457, 2.67035
24.4969, 2.74889
24.5344, 2.85361
24.5647, 2.95833
24.6164, 0
24.6544, 0.10472
24.6838, 0.20944
24.7349, 0.314159
24.7755, 0.383972
24.8539, 0.488692
24.8955, 0.488692
24.9728, 0.401426
25.0166, 0.331613
25.0918, 0.10472
25.1367, 0.0261799
25.2108, 2.90597
25.2568, 2.79602
25.3302, 2.65726
25.3638, 2.6049
25.4513, 2.55516
25.4828, 2.59181
25.5339, 2.64417
25.5714, 2.69653
25.6018, 2.82743
25.653, -nan
25.6914, -nan
25.7718, 0.1309
25.8125, 0.235619
25.8907, 0.405789
25.9325, 0.436332
26.0098, 0.460767
26.0537, 0.436332
26.1288, 0.279253
26.1737, 0.18326
26.2477, 3.08923
26.2937, 2.98451
26.3674, 2.75762
26.4008, 2.67035
26.4876, 2.58658
26.5369, 2.57872
26.5709, 2.59181
26.6084, 2.6529
26.6574, 2.69653
26.6897, 2.76635
26.7286, 2.86932
26.7775, 2.96706
26.8087, 3.07178
26.8495, 0.0785398
26.8975, 0.18326
26.9278, 0.279253
26.9696, 0.287979
27.0175, 0.392699
27.0467, 0.401426
27.0897, 0.401426
27.1375, 0.405789
27.1657, 0.366519
27.2108, 0.287979
27.2848, 0.1309
27.3359, 0.0174533
27.4054, 2.93215
27.4549, 2.82743
27.4887, 2.74366
27.5263, 2.67035
27.5754, 2.60054
27.6077, 2.60752
27.6465, 2.57311
27.6955, 2.60054
27.7267, 2.68344
27.7664, 2.74366
27.8156, 2.80998
27.8457, 2.91906
27.8865, 3.03687
27.9345, 0.785398
27.9648, 0.0872665
28.0065, 0.226893
28.0546, 0.314159
28.0837, 0.392699
28.1358, 0.392699
28.1747, 0.401426
28.2027, 0.392699
28.254, 0.349066
28.2945, 0.314159
28.3217, 0.261799
28.373, 0.15708
28.4147, 0.10472
28.4407, 2.07694
28.492, 2.96706
28.5356, 2.87979
28.5602, 2.81696
28.611, 2.69653
28.6557, 2.64417
28.6802, 2.61799
28.73, 2.60054
28.7757, 2.60054
28.8003, 2.67035
28.849, 2.72271
28.8827, 2.79602
28.9696, 2.96706
29.0017, 2.30383
29.053, 0.0523599
29.0903, 0.15708
29.1207, 0.235619
29.172, 0.331613
29.2104, 0.366519
29.2397, 0.366519
29.291, 0.383972
29.3304, 0.349066
29.3587, 0.335103
29.41, 0.261799
29.4526, 0.18326
29.4777, 0.0872665
29.529, 1.54462
29.5747, 3.03687
29.5993, 2.93215
29.648, 2.84052
29.6817, 2.7646
29.7204, 2.69653
29.7695, 2.67035
29.8007, 2.64417
29.852, 2.63545
29.8904, 2.67035
29.9197, 2.72271
29.971, 2.7646
30.0104, 2.86932
30.0388, 2.9147
30.09, 3.06305
30.1326, 0.785398
30.1577, 0.122173
30.209, 0.20944
30.2547, 0.270526
30.2793, 0.331613
30.3282, 0.327249
30.3617, 0.349066
30.4004, 0.366519
30.4495, 0.314159
30.4807, 0.282743
30.5204, 0.18326
30.5706, 0.10472
30.5997, 0.0523599
30.651, 2.04204
30.6907, 2.95833
30.7187, 2.87107
30.77, 2.80499
30.8105, 2.74889
30.8377, 2.69653
30.889, 2.6529
30.9316, 2.6529
30.9567, 2.63108
31.008, 2.71224
31.0516, 2.74889
31.0762, 2.83791
31.1269, 2.91121
31.1727, 3.01069
31.1973, 1.54462
31.246, 0.824668
31.2797, 0.15708
31.3184, 0.226893
31.3673, 0.287979
31.3987, 0.305433
31.45, 0.340339
31.4875, 0.349066
31.5177, 0.296706
31.569, 0.244346
31.6065, 0.20944
31.6367, 0.139626
31.688, 0.0698132
31.7265, 2.04204
31.7557, 3.0264
31.8069, 2.94961
31.8465, 2.85361
31.8747, 2.77507
31.9265, 2.72271
31.9665, 2.6913
31.9937, 2.67035
32.045, 2.67035
32.0877, 2.67783
32.1127, 2.76198
32.1641, 2.82743
32.2076, 2.86932
32.2557, 2.98451
32.2829, 2.30383
32.3167, 0.0261799
32.3778, 0.0654498
32.4021, 0.18326
32.4357, 0.226893
32.5233, 0.314159
32.5549, 0.314159
32.6059, 0.314159
32.6432, 0.244346
32.6738, 0.226893
32.725, 0.15708
32.7633, 0.0785398
32.7927, 0.785398
32.8439, 3.05433
32.8834, 2.95833
32.9117, 2.89725
32.9629, 2.82743
33.0035, 2.7646
33.0526, 2.74017
33.0819, 2.71399
33.1246, 2.71224
33.1726, 2.69279
33.2007, 2.74889
33.2446, 2.82743
33.2927, 2.87979
33.3197, 2.94263
33.3657, 3.03687
33.4139, 1.23569
33.4387, 0.15708
33.5338, 0.18326
33.5581, 0.296706
33.655, 0.314159
33.6792, 0.274889
33.7619, 0.240855
33.8004, 0.1309
33.8495, 0.10472
33.8809, 0.0261799
33.9204, 2.30383
33.969, 2.98451
33.9997, 2.93215
34.0415, 2.85361
34.0906, 2.77507
34.1187, 2.75263
34.1649, 2.70526
34.2127, 2.71224
34.2377, 2.74889
34.335, 2.80125
34.3592, 2.93215
34.4419, 3.01942
34.4792, 0.0523599
34.5609, 0.10472
34.5993, 0.178024
34.6287, 0.20944
34.6799, 0.261799
34.7194, 0.282743
34.7677, 0.261799
34.7989, 0.261799
34.8394, 0.230383
34.8886, 0.136136
34.9177, 0.115192
34.9616, 0.0523599
35.0097, 2.30383
35.0367, 3.04734
35.0827, 2.94263
35.1308, 2.8667
35.1557, 2.7646
35.2529, 2.74366
35.2773, 2.74366
35.3599, 2.73767
35.3983, 2.84052
35.4789, 2.91906
35.5184, 2.99499
35.5676, 2.53945
